ID;Date;ABSTICH m;WASSERTEMPERATUR °C;ELEKTR. LEITF. (bei 25°C) µS/cm;PH-WERT;SAUERSTOFFGEHALT mg/l;GESAMTHAERTE °dH;KARBONATHAERTE °dH;CALCIUM mg/l;MAGNESIUM mg/l;NATRIUM mg/l;KALIUM mg/l;EISEN mg/l;MANGAN mg/l;CADMIUM mg/l;QUECKSILBER mg/l;ZINK mg/l;KUPFER mg/l;ALUMINIUM mg/l;BLEI mg/l;CHROM-GESAMT (filtriert) mg/l;NICKEL mg/l;ARSEN mg/l;BOR mg/l;AMMONIUM mg/l;NITRIT mg/l;NITRAT mg/l;CHLORID mg/l;SULFAT mg/l;HYDROGENK. mg/l;ORTHOPHOSPHAT mg/l;DOC mg/l;AOX µg/l;Dimethachlor Metabolit µg/l
PG32200012;01.06.2016;5,74;10,7;333,684;7;1,4;7,19;6,27;36,6;8,95;14,8;3,61;0,692;0,883;0,00005;0;0,0055;0,0029;0,011;0;0,0005;0,0019;0,0014;0,01;0;0,952;2,86;22,8;21,7;137;0,892;5,11;;
PG32200012;03.05.2017;;7,8;299,088;7,3;7,1;6,8;5,9;32,8;9,5;13,5;3,67;0,165;0;0;0;0,0138;0,0036;0;0;0;0,0025;0;0,016;0,58;0,015;4,9;26,82;26;128;1,1;4,3;;
PG32200012;03.05.2018;;10,7;392,832;7,6;2,76;7,6;7,2;38,1;10;18,3;4,4;2,38;0,884;0;0;0,002;0,0005;0;0;0;0,0011;0;0,024;0,616;0,005;0;32;23,9;157;0,599;4,8;;
PG32200012;19.11.2018;4,9;11,4;426,312;7,2;3,4;9,2;7,96;41,8;14,4;16,6;4,6;4,55;1,51;;;;;;;;;;0,025;1,6;0,0214;1,02;30,1;19,5;174;4,49;6,7;;
PG32200012;16.04.2019;4,9;8,4;392,832;7,02;0;7,9;6,53;39,1;10,8;16,4;3,17;4,62;1,09;0;0;0,0133;0,0011;0;0;0;0,0013;0,0018;0,019;1,36;0,005;1,85;34,1;24,6;142,4;1,74;5,54;;0,045
PG32200012;10.07.2019;;14,4;399,528;6,98;0,3;8,2;8,15;40;11,1;17,3;4,15;4,17;1,57;0;0;0,0234;0,0012;0;0;0;0,0025;0,0037;0,025;1,66;0,035;0;28;7,7;177,6;2,42;7,95;;0,054
PG32200012;17.10.2019;;13,9;412,92;6,96;0,2;9,21;8;46,3;11,9;16,7;4,01;3,79;1,27;0;0;0,0042;0;0;0;0;0,0013;0,0024;0,005;1,42;0,005;0;36,9;13,4;174,3;1,3;6,13;;0,045
PG32200012;20.05.2020;;10;403,992;7,1;0;8,3;8;41,5;11;16,4;3,6;4,25;1,28;0;0;0,0087;0,0012;0,005;0;0;0,0017;0,0025;0,033;1,3;0,005;0,5;34;16;173;1;4,8;;0,063
PG32200012;27.04.2021;;8,9;376,97587;7;0,1;7,66266;6,4288;37,18263;10,66211;16,28925;3,16171;5,34235;1,25287;0;0,0001;0,007435;0,00091;0,00561;0,00005;0,00015;0,00092;0,0013;0,01;0,9661;0,0123;1,592;29,505;20,256;140,056;0,4615;5,403;;0,047
PG32200012;14.04.2022;5,63;6,2;409,572;7,1;0,9;8,24;6,82;42,1;10,2;18,2;2,61;5,04;1,06;0;0;0,0114;0,00117;0;0;0,0005;0,0005;0,0015;0,0234;0,99;0,056;0,916;34,8;19,2;148;0,329;3,2;;
PG32200012;27.10.2022;;13;438,588;7,1;1,6;8,48;8,87;42,3;11,1;16,2;3,89;6,27;1,95;;;;;;;;;;0,01;1,4;0,073;0,25;34,7;5,97;193;0,231;6,5;;
PG32200012;17.04.2023;;8,3;424,08;7,1;2,3;8,32;7,41;42;10,6;17,4;3,12;4,48;1,14;0;0;0,00748;0,0005;0;0;0;0,00106;0,00132;0,01;1,3;0,016;1,37;33,8;17,6;161;0,0247;6,4;;0,04
PG32200012;03.01.2024;;10,1;458,676;7,2;2,8;9,15;8,31;46,1;11,7;16,8;3,37;6,58;1,89;;;;;;;;;;0,01;1,6;0,042;0,25;41,9;12,5;181;0,01;6,5;;
PG32200012;09.04.2024;;9,5;405,108;7,2;4,1;7,66;6,93;38,7;9,75;16,7;2,86;4,27;1,09;0;0;0,00863;0,0005;0;0;0,0005;0,0005;0,00129;0,01;1,3;0,023;1,18;34,2;18,4;151;0,464;5,7;;0,049
PG32200012;28.10.2024;;14,7;335,916;6,3;4,1;7,24;5,95;37,4;8,7;14,4;3,77;5,65;1,28;;;;;;;;;;0,01;1,4;0,005;0;20,1;25,4;129;1,02;6,3;;
PG32200042;18.10.1994;;12,4;430;7,2;2;9,9;7,02;51,4;11,8;14,4;4,3;0,01;0,025;0,0001;0,0001;0,01;;0,01;0,0005;0,0005;;0,0005;0,066;0,005;0,089;4,6;25,5;36,3;153;0,005;4,3;7,6;
PG32200042;26.01.1995;;7,4;461;7,4;7,2;10,9;6,2;56,8;13;12,9;3,4;0,01;0;0,0001;0,0001;0,02;;0,01;0,0005;0,0005;;0,0005;0,043;0,159;0,0025;29,5;31,2;47,8;135,1;0,14;1,6;9,38;
PG32200042;06.04.1995;;7,9;446;7,3;6,5;10,7;5,9;55,3;12,7;12,4;3,5;0;0;0,0001;0,0001;0,04;;0,86;0,0005;0,0005;;0,0005;0,028;0,005;0,0025;32,1;29,2;53,1;128,6;0,145;2,5;14,38;
PG32200042;27.06.1995;4,25;12,7;444;7,3;6,2;10,7;6,9;55,7;12,4;11,5;4,1;0,01;0;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,038;0,005;0;21,9;26,4;45,3;150,4;0,227;2,6;10,18;
PG32200042;25.09.1995;;11,5;474;7,2;6,8;10,6;6,5;54,8;12,7;12,2;3,3;0;0;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,075;0,005;0;31,7;30,9;45,7;141,6;0,242;4,4;;
PG32200042;15.01.1996;;7,2;522;7,2;9,1;12;5,6;60,9;14,9;12,6;2,8;0;0;0,0001;0,0001;0,01;;0,005;0,0005;0,001;;0,0005;0;0,011;0;48,9;38,7;54,2;122;0,02;2,4;;
PG32200042;10.04.1996;;9,6;348;7,2;8,7;12,4;5,7;61,6;16,3;12,1;3,2;0,01;0;0,0001;0,0001;0,26;;0,02;0,0005;0,001;;0,0005;0,017;0,015;0;43,8;31;61,7;124,2;0,053;3,1;;
PG32200042;02.07.1996;4,12;11,1;480;7,1;8,7;12,9;6,3;65,5;16,4;12,3;3,2;0,104;0;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,01;0,005;0;45,1;35,3;58,9;137,3;0,046;1,8;;
PG32200042;21.08.1996;4,98;12,9;487;7,26;4,48;11,4;13,5;60,2;13;11,8;4,22;0,02;0,005;;;;;;;;;;0,034;0;0;20,9;25,1;52,6;295;0,166;1,9;;
PG32200042;20.11.1996;;9,1;454;7;4,9;10,5;6,8;54,5;12,3;10,6;4;0,005;0,005;;;;;;;;;;0,0045;0,011;0,0015;20,4;22,2;50,8;148;0,182;2,6;;
PG32200042;25.02.1997;4,16;6,2;504;7;5;11,4;6,69;59,5;13,6;10,6;3,39;0,02;0,005;;;;;;;;;;0,01;0;0,001;31,5;28,1;58,6;146;0,178;2,44;;
PG32200042;04.06.1997;4,76;9;486;6,9;2,5;12,2;7,03;67,2;12;10,8;3,56;0,005;0,005;;;;;;;;;;0,0165;0;0,00225;21,2;24;58,1;153;0,206;3,35;;
PG32200042;19.08.1997;4,44;14,2;399;7;1,8;9,5;5,96;51;9,9;10,7;4,5;0,03;0,005;;;;;;;;;;0,015;0,056;0,0023;9,93;18,1;44,9;130;0,264;3,6;;
PG32200042;20.11.1997;4,68;7,9;412;7;3,2;9,94;7,17;53,2;10,9;11,6;3,81;0,02;0,005;;;;;;;;;;0,0195;0;0,00145;12,4;22,1;43,5;156;0,247;2,56;;
PG32200042;23.02.1998;4,52;5,5;402;6,9;6,2;9,51;5,6;50;10,9;11,8;3,88;0,1;0,005;;;;;;;;;;0,0021;0,00135;0,00045;23,4;22;50,1;122;0,184;2,66;;
PG32200042;27.05.1998;5,4;11,4;382;7,1;2,3;8,77;7;45,9;10,2;11,4;4,36;0,02;0,005;;;;;;;;;;0,0105;0,0122;0,0089;5,95;19,9;36,1;153;0,263;3,55;;
PG32200042;26.08.1998;4,67;12,9;443;7;6,4;10,5;6,7;52,4;13,6;11,5;3,6;0,017;0;0,0001;0;0,005;0,002;0,005;0,002;0,0005;0,001;0,003;0,03;0,013;0,011;28,4;21,1;40,1;146;0,37;2,2;9,7;
PG32200042;01.12.1998;4,13;8,5;445;6,8;11,6;12,7;7,5;65,6;15,2;11,3;3,3;0,03;0;0,0002;0;0,025;0,002;0,005;0,002;0,0005;0,002;0,0005;0,0582;0,005;0;30,7;32,4;44,8;163;0,144;1,5;8,1;
PG32200042;16.03.1999;3,51;7,2;482;6,9;9;12,5;6,2;61,6;16,8;11,3;3,1;0,013;0,005;0,0001;0;0,01;0,0014;0;0,0015;0;0,0012;0,0005;0,012;0,01;0,005;45,3;41,3;54,2;135;0,096;1,2;8,4;
PG32200042;16.06.1999;4,35;10,6;395;7,1;5;10,7;7,4;55,3;12,8;9,6;3,9;0,005;0;0,0001;0;0;0,001;0,022;0,001;0;0,001;0,002;0,036;0,017;0;17,2;24,4;40,2;162;0,26;2,6;10;
PG32200042;30.08.1999;4,45;11,6;502;6,8;9,1;11,4;7,3;59,9;13;11;4;0,081;0,01;;;;;;;;;;0,0661;0;0;20,8;29,3;46,9;159;0,182;2,2;;
PG32200042;01.12.1999;4,5;9,1;422;7,2;4,8;11,2;7,4;62,1;11;10,8;4,1;0,014;0;;;;;;;;;;0,0316;0;0;14,2;24,6;44,8;160;0,24;3,1;;
PG32200042;28.02.2000;3,92;6,2;438;7,1;9,1;10,6;6,2;55,9;12,1;10,6;4,1;0,011;0,005;;;;;;;;;;0,0144;0;0;31,2;26;49,6;135;0,22;3;;
PG32200042;05.06.2000;4,46;9,8;482;7,2;7,8;12,1;7;62,3;14,7;12;3,7;0;0,01;;;;;;;;;;0,011;0,005;0,018;25;31,9;48,8;152;0,081;1,5;;
PG32200042;23.08.2000;4,56;17,1;355;7,2;2,6;7,9;6,2;42;8,7;12,6;5,27;0,014;0,005;;;;;;;;;;0,0463;0;0;3,6;17,1;35;136;0,311;4,1;;
PG32200042;23.11.2000;4,25;10,2;422;7,1;5,1;9,8;7,4;53,1;10,3;12,6;4,54;0,02;0,005;;;;;;;;;;0,0325;0,005;0;10,8;22,3;40,3;162;0,352;2,7;;
PG32200042;21.02.2001;3,73;6,5;511;7,1;8,1;12,5;7,2;66,2;14;11,8;4,59;0,005;0;;;;;;;;;;0,0112;0;0,017;42,3;31,4;52,1;156;0,154;2,44;;
PG32200042;30.05.2001;4,32;9,8;425;7,2;3,1;9,9;6,4;52,8;11,1;11,1;4,43;0;0;;;;;;;;;;0,0255;0,01;0;16;22,6;44,8;139;0,238;3,3;;
PG32200042;28.08.2001;4,51;16;397;7,1;5,1;8,8;6,9;47,7;9,2;11,6;4,92;0,01;0;;;;;;;;;;0,0387;0,005;0,005;4,39;22,6;34,6;151;0,372;3,8;;
PG32200042;20.11.2001;4,39;11;397;7,3;2,8;10,4;7,3;58,8;9,3;10,9;4,65;0,03;0;;;;;;;;;;0,0238;0;0;10,8;22;38,1;160;0,406;3;;
PG32200042;21.03.2002;3,5;4,8;408;7,3;4,5;9,7;5,9;53,3;9,6;10,6;3,61;0;0;;;;;;;;;;0,0158;0;0;26,4;24,6;43,2;128;0,194;2,8;;
PG32200042;05.06.2002;4,93;11,9;389;7,2;3,8;9,2;6,5;48,3;10,6;12,9;4,58;0,017;0;;;;;;;;;;0,036;0;0;7;23,8;35,7;142;0,251;2,9;;
PG32200042;29.08.2002;3,92;16;412;7,2;3;10,1;7,1;55,8;10;11,3;4,44;0,012;0;;;;;;;;;;0,0313;0,005;0,027;9,03;17,5;40,9;154;0,357;4,9;;
PG32200042;14.11.2002;3,43;9,3;432;7,3;2,4;9,6;6,9;49,5;11,7;10,2;13,1;0,019;0,01;;;;;;;;;;0,0163;0,005;0,005;22,4;21,3;39,6;150;0,3;4,4;;
PG32200042;27.02.2003;4,02;4,5;440;7,1;3,4;11,5;6,8;62,8;11,9;10,3;3,39;0,012;0,005;;;;;;;;;;0,0121;0,005;0;31,5;30,5;51,4;148;0,223;2,7;;
PG32200042;13.05.2003;4,73;9,4;381;7,6;3,6;8,7;5,7;46;10;11;4,75;0;0;;;;;;;;;;0,0266;0;0;5,47;20,7;39,6;125;0,215;2,8;;
PG32200042;20.08.2003;4,38;14,7;444;7,2;4,7;11,7;7;60,7;13,8;14,9;4,1;0;0,026;;;;;;;;;;0,027;0;0;32,9;34,3;38,9;152;0,298;2,4;;
PG32200042;13.11.2003;4,06;8,8;505;7;10,1;12,6;5,6;64;16;13,8;3,34;0;0;;;;;;;;;;0,0122;0;0;48,2;40,2;50,7;121;0,073;0,9;;
PG32200042;26.02.2004;3,58;7,7;547,956;7,3;9,8;12,5;5,7;62;16,4;13,1;3,4;0;0;0;0;0,009;0,001;0;0,002;0;0,0005;0;0,005;0;0,005;46,1;46,2;53,9;125;0,057;1,2;6,3;
PG32200042;25.05.2004;3,87;8,9;657,324;7,5;5,1;13,8;6,8;73,3;15,4;17,6;3,3;0;0;0;0;0,0025;0,004;0;0,001;0;0,002;0;0;0;0;33,1;69,1;52,9;148;0,207;2,6;16;
PG32200042;10.08.2004;4,84;14,6;902,844;7,3;3,1;12,7;9,5;67;14,5;11,8;4,4;0,005;0,062;0;0;0,0025;0;0;0;0;0,003;0;0,014;0;0;4,5;26;40,2;207;0,257;4,8;8,3;
PG32200042;10.11.2004;3,74;10,5;558;7,1;4,7;13,5;7,4;71,3;15,4;15;4,3;0,017;0;0;0;0,005;0,003;0,01;0;0;0,002;0,0005;0,0174;0;0;30,6;53,4;50,1;162;0,36;2,3;12;
PG32200042;14.03.2005;4,16;4,5;445,284;6,9;7,2;10,4;5,2;55,8;11,4;13;3,4;0;0,0025;;;;;;;;;;0,014;0;0;27,1;37,3;46,3;114;0,199;2,5;;
PG32200042;23.05.2005;4,52;10;399,528;7,6;4,4;9,4;5,3;50,2;10,1;13,5;3,7;0,005;0;;;;;;;;;;0,021;0;0;13,2;32,2;37,4;116;0,2;2,5;;
PG32200042;29.08.2005;4,07;14,8;494,388;7,1;4;10,9;8;60,1;10,9;12,9;4,2;0,005;0,006;;;;;;;;;;0,022;0;0;14,4;39,5;37;173;0,235;3,1;;
PG32200042;08.11.2005;4,55;11,9;439,704;7,3;3,7;10,5;7;57,5;10,8;13,1;4;0;0;;;;;;;;;;0,02;0;0;16,9;38,1;45;153;0,264;2,1;;
PG32200042;20.02.2006;4,26;5,4;475,416;7,3;4,6;10,8;6,8;56,7;12,5;16,2;3,73;0;0;;;;;;;;;;0,0115;0,005;0;26,2;45,4;44,5;148;0,189;2,7;;
PG32200042;10.05.2006;3,81;7;737,676;7,2;4,5;15,6;7,2;83,1;17,3;22,9;4,2;0;0;;;;;;;;;;0,005;0,005;0;42,1;89,7;44,5;156;0,221;2,8;;
PG32200042;16.08.2006;3,68;11,7;718,704;7,4;3,8;16,4;8,8;86,9;18,5;22,3;5,5;0;0;;;;;;;;;;0,014;0,005;0;35,6;80,5;65,3;191;0,231;3,3;;
PG32200042;14.11.2006;3,91;10,4;699,732;7,4;4,4;15,9;8,5;85,7;17,1;17,7;4,4;0;0;;;;;;;;;;0,005;0;0;32;74,2;53;186;0,214;2;;
PG32200042;14.02.2007;2,9;6,7;610,452;7,2;2,9;15,3;8,57;81,5;16,7;16,5;3,4;0,012;0;;;;;;;;;;0,01;0;0,0036;33,6;74,1;50,7;184;0,103;2,18;;
PG32200042;15.05.2007;4,06;8,8;655;7,2;2,5;12,7;7,5;68,1;13,7;16,7;3,4;0,013;0;0;0;0,0062;0,0022;0,004;0;0;0,0005;0;0,01;0;0,003;25,3;55,9;45,7;160;0,165;2,21;;
PG32200042;02.08.2007;4,46;14,8;566,928;7,1;3,3;11,6;7,98;62,3;12,6;15,1;4,1;0,012;0;;;;;;;;;;0,01;0;0,0024;16,3;41,5;36,1;171;0,264;2,08;;
PG32200042;26.11.2007;4,38;8,9;743;7,1;6,2;14,7;7,42;78,7;16,1;25,5;4,1;0;0;0;0;0,0025;0,0017;0;0;0;0,0005;0,0005;0,01;0;0,001;46,7;85;41,2;159;0,202;3,32;;
PG32200042;02.06.2008;4,48;10,9;474,3;7,1;2,6;11,2;6,83;59,2;12,5;15,5;3,7;0,005;0,0025;0;0;0,0109;0,0022;0;0;0;0,0005;0;0,01;0,005;0,0033;16,7;43;39,9;146;0,191;2,42;;
PG32200042;27.10.2008;4,13;10,4;585;7,1;4,3;13,3;7,7;69,7;15,3;16,2;3,8;0,005;0;;;;;;;;;;0,01;0;0,001;28,9;56,2;45,7;165;0,192;2,37;;
PG32200042;08.04.2009;4,39;5,7;482,112;7,2;2,6;10,2;5,77;54,1;11,3;18,1;2,9;0,011;0;0;0;0,0025;0,0023;0,004;0;0;0,0011;0;0;0,005;0;25;47,6;35,9;123;0,156;3,41;;
PG32200042;08.10.2009;3,68;13,8;521,172;7,2;1,7;13,4;7,9;70,3;15,2;19,8;4,3;0,005;0;;;;;;;;;;0,01;0,005;0;28,5;58,1;44,5;169;0,204;2,24;;
PG32200042;19.04.2010;4,09;7,5;546,84;7,1;2,72;11,8;6,61;62,4;13,4;20,4;3,21;0;0;0;0;0;0,001;0,005;0;0;0,0005;0,0005;0;0,013;0,005;29,8;52,6;41,9;144;0,175;2,8;;
PG32200042;12.10.2010;4,16;11,9;585,9;7;5,2;13;7,56;68,1;15;17,3;4,42;0;0;;;;;;;;;;0,0224;0;0;32,9;53,4;37,9;165;0,2;2,5;;
PG32200042;27.04.2011;4,6;8,2;417,384;7,3;3,4;8,9;5,63;46,8;10,4;13,7;3,7;0;0;0;0;0;0,0026;0;0;0;0,0005;0;0,005;0;0;24,5;37,3;32,5;123;0,156;2,3;;
PG32200042;10.10.2011;4,71;13;428,544;7,2;3,5;9,1;6,97;48;10,3;14,3;5;0;0,007;;;;;;;;;;0,014;0,014;0;11,6;33,58;30,8;152;0,312;3,5;;
PG32200042;26.04.2012;4,07;8,3;474,3;7,5;3,8;12,9;7,08;69,8;13,4;16,1;4,5;0;0,0025;0;0;0,0074;0,0087;0;0;0;0;0;0,005;0,124;0;22,6;40,9;42,5;154;0,201;2,3;;
PG32200042;30.10.2012;4,27;12,4;400,644;7,1;2,1;9,4;7,28;50,6;10;12,9;3,3;0;0;;;;;;;;;;0,017;0,014;0;7,79;27,94;31,4;159;0,3;3,2;;
PG32200042;08.07.2013;3,73;9,5;694,152;7,1;5,7;15,7;9,49;83;17,6;36,1;4,92;0,005;0;0;0;0,0054;0,003;0;0;0;0,0005;0;0,01;0,005;0,001;32,7;108;38,3;207;0,224;3,38;;
PG32200042;16.10.2013;3,99;13;508,896;7,1;1,6;11,6;7,31;62,5;12,3;17,8;4,02;0,025;0;0;0;0,0025;0,0032;0,014;0;0;0,0005;0,0005;0,01;0;0,001;16,6;49;34,5;159;0,259;2,75;;
PG32200042;20.02.2014;4,73;5,9;489,924;7,5;5,4;11,3;5,74;59,8;12,6;17,7;3,51;0,005;0;0;0;0,0025;0,0022;0;0;0;0,0005;0;0,01;0,005;0,0026;25,9;49,2;40,7;125;0,159;1,89;;
PG32200042;11.07.2014;3,2;13,8;411,804;7;1,2;9,72;7,25;53;9,94;15,2;4,24;0,014;0,0071;0,00005;0;0,0062;0,004;0,004;0;0,0005;0,0018;0,0005;0,01;0;0,001;4,72;28,1;31,4;158;0,242;4,06;;
PG32200042;11.06.2015;4,41;9,9;521,172;7,1;6,1;11,5;7,59;60,1;13,3;19,4;4,42;0,011;0,0216;0;0;0,0025;0,0021;0;0;0;0,0013;0;0,01;0;0,0042;15,5;46,2;37,6;165;0,177;2,92;;
PG32200042;01.06.2016;4,35;9,7;446,4;7,24;3,4;9,9;6,8;53;10,7;18;3,51;0;0,0025;0;0;0;0,0016;0;0;0;0,001;0;0,01;0;0,001;13,4;41,8;36,9;148;0,201;2,86;;
PG32200042;27.04.2017;;7,9;446,4;7,3;4,6;9,9;6;51,9;11,5;16,7;4;0,003;0,0025;0;0;0;0,0016;0;0;0;0;0;0,005;0,005;0;23,6;43,01;38,3;131;0,175;3,1;;
PG32200042;03.05.2018;5,3;11,1;396,18;7,6;3,86;7,8;6,2;33;13,6;19,5;4,5;0;0;0;0;0,0073;0,0035;0;0;0;0,0024;0,0005;0,015;0,055;0,024;5;32,6;31,9;136;0,251;4,1;;
PG32200042;16.04.2019;4,42;7,9;600,408;7,29;5,4;12,8;5,79;65,6;15,6;20,8;3,63;0;0;0;0;0,002;0,0024;0;0;0;0,0013;0;0,005;0;0;33,3;77,6;48,1;126,2;0,18;3;;0,21
PG32200042;10.07.2019;4,9;14,2;440,82;7,5;2,5;9,7;7,24;50,9;11,2;17,5;3,96;0,005;0,0053;0;0;0,0053;0,0035;0;0;0;0,0017;0,0005;0,016;0,012;0;6,33;35,7;28,6;157,7;0,302;7,2;;0,12
PG32200042;16.10.2019;4,65;13,7;439,704;7,32;2,2;10,2;7,16;53,9;11,5;17,4;3,78;0,0198;0,005;0;0;0;0,0024;0;0;0;0,0012;0;0,005;0,016;0;5,01;39,9;31,8;156,1;0,374;3,74;;0,1
PG32200042;13.05.2020;4,75;9,9;425,196;7,4;3,7;9,9;7,1;51,6;11,5;18,7;4,4;0;0;0;0;0,0052;0,0025;0;0;0;0;0;0,005;0,021;0;5,5;36;35;155;0,26;5;;0,074
PG32200042;27.04.2021;4,22;8;649,9584;7,2;3,4;14,20933;7,6552;72,74336;17,47108;26,73891;3,58731;0,00358;0,0005;0;0,0001;0,0025;0,00178;0,0025;0;0,00005;0,00094;0,0003;0;0,0248;0,0025;27,828;66,959;48,881;166,774;0,1781;3,21;;0,2
PG32200042;14.04.2022;4,13;9,1;684,108;7;8,9;16,3;6,68;83,2;20;20,8;2,89;0,005;0,005;0;0;0,0025;0,00116;0;0;0,0005;0,0013;0;0,01;0,005;0;36,2;92,7;53,5;145;0,048;1,2;;
PG32200042;27.10.2022;4,21;12,2;643,932;7,3;5,4;14,1;8,47;74,2;16,3;19,8;3,74;0;0;;;;;;;;;;0,01;0;0;24;69,2;46,3;184;0,24;2,6;;
PG32200042;17.04.2023;2,98;8,3;523,404;7,4;5,9;11,1;6,15;57,1;13,6;18,9;3,24;0,0161;0;0;0;0,0025;0,00407;0,005;0;0,0005;0,0005;0;0,01;0,017;0,005;19,7;50,9;38,7;134;0,225;4,7;;0,1
PG32200042;03.01.2024;2,45;9,2;649,512;7,5;5,8;13,5;6,96;70,9;15,7;22,8;3,37;0,0173;0,005;;;;;;;;;;0,01;0,005;0;29,9;82,2;49,1;151;0,236;4;;
PG32200042;09.04.2024;4,57;9,6;566,928;7,4;5,3;11,7;7,18;61,3;13,7;19,1;3,11;0,011;0;0;0;0;0,00139;0;0;0;0,0005;0,0005;0,01;0,015;0;21,4;60,2;44,3;156;0,22;4;;0,11
PG32200042;28.10.2024;7,7;11,7;743,256;6,87;9,5;17,7;6,48;91,4;21,5;24,4;4,66;0,005;0,005;;;;;;;;;;0;0,005;0,005;39,5;103;51,7;141;0,085;2,5;;
PG32200092;20.10.1994;3,42;11,2;461;7,5;4,9;11,5;9,12;57,8;14,9;13,1;3;0,01;0,029;0,0001;0,0001;0,06;;0,005;0,0005;0,001;;0,0005;0,048;0,005;0,0025;5,9;19,7;36,2;198,7;0,005;1,7;9,84;
PG32200092;25.01.1995;;8,2;462;7,3;4,4;11,6;8,8;59,6;14,2;12,5;3,5;0,01;0;0,0001;0,0001;0,06;;0,005;0,0005;0,0005;;0,0005;0,054;0;0,0025;7,1;19,4;38,8;191,8;0,08;1,9;8,66;
PG32200092;11.04.1995;;7,1;502;7,5;8,2;12,8;9,1;64,9;16;12,1;3,2;0,01;0,046;0,0001;0,0001;0,04;;0,005;0,0005;0,0005;;0,0005;0,028;0,005;0,0025;23;20,3;45,3;198,3;0,105;2,4;8,62;
PG32200092;27.06.1995;3,78;10,5;507;7,4;8,3;13,1;9,4;66,2;16,7;11;3,1;0,01;0,027;0,0001;0,0001;0,04;;0,005;0,002;0,0005;;0,0005;0,038;0,005;0;26,8;20,6;46,4;204,8;0,062;2,6;14,38;
PG32200092;25.09.1995;3,3;12,7;495;7,4;6,7;12,2;9,8;60,8;15,8;11,9;3;0,01;0,036;0,0001;0,0001;0,05;;0,005;0,0005;0,0005;;0,0005;0;0,012;0,011;14,1;17,8;41,1;213,6;0,078;4,4;;
PG32200092;15.01.1996;;7,1;513;7,9;10;12,7;8,9;65,2;15,5;10,9;3,2;0,026;0;0,0001;0,0001;0,01;;0,005;0,001;0,0005;;0,0005;0,021;0;0;29,5;19,8;43,7;193,9;0,194;4,2;;
PG32200092;01.07.1996;;9,8;361;7,5;6,7;14,1;9;71,6;17,9;9,2;2,9;0,45;0,024;0,0001;0,0001;0,05;;0,005;0,0005;0,007;;0,0005;0,024;0;0,011;41,7;16,6;36,7;196,1;0,123;2;;
PG32200092;21.08.1996;3,33;10,2;491;7,52;4,93;12,7;9,71;65,1;15,7;10,5;3,61;0,01;0,02;;;;;;;;;;0,037;0;0,014;19,5;15,3;33,8;212;0,14;1,9;;
PG32200092;20.11.1996;6,55;10,3;496;7,1;4;12,3;10,16;60;16,8;10,8;2,9;0,05;0,01;;;;;;;;;;0,022;0,00305;0,0058;11,3;16,2;36,8;221;0,084;2,3;;
PG32200092;25.02.1997;2,98;8,4;493;7,3;5,7;12,5;9,38;62,6;16,1;10,1;2,96;0,01;0,01;;;;;;;;;;0,017;0;0,0071;16,6;17,8;35,9;204;0,313;2,06;;
PG32200092;04.06.1997;3,2;7,8;531;6,9;2;13,9;8,99;72,5;16,4;9,02;2,65;0,005;0,005;;;;;;;;;;0,014;0;0;35,4;18,7;36,3;196;0,115;3;;
PG32200092;19.08.1997;3,68;9,3;500;6,9;0,2;13,3;9,88;68;16,3;10,4;3,33;0,03;0,005;;;;;;;;;;0,0048;0;0,0058;17;16,6;33,1;215;0,135;2,88;;
PG32200092;20.11.1997;3,64;10;463;7,2;4,2;12,1;9,85;62;15,1;10,9;2,96;0,02;0,005;;;;;;;;;;0,0169;0;0,00145;7,8;17,8;32,6;215;0,172;0,54;;
PG32200092;23.02.1998;3,5;7,7;483;7,2;3,3;12,5;9,46;63,6;15,7;11;3,24;0,03;0,005;;;;;;;;;;0;0,00135;0,0021;19,1;19,5;35,5;206;0,145;2,39;;
PG32200092;27.05.1998;3,84;9,3;456;7,2;4,1;11,4;9,18;56,6;15,3;9,53;2,47;0,02;0,02;;;;;;;;;;0;0;0,00195;14;17,4;36,9;200;0,069;1,91;;
PG32200092;26.08.1998;4,31;11,1;441;7,1;3,1;11,2;9,4;53;16,6;10;2,7;0,013;0,024;0;0;0,02;0,002;0,005;0,001;0,0005;0,001;0,0005;0,03;0,005;0,016;15,5;8,5;32;205;0,1;1,8;6,6;
PG32200092;01.12.1998;3,3;10,3;436;6,7;7,8;12,7;10,4;65,5;15,5;10,1;3;0,005;0,017;0;0;0,051;0,002;0,005;0,002;0,0005;0,001;0,002;0,0481;0,01;0;11,4;18,7;32;226;0,129;1,9;8,5;
PG32200092;16.03.1999;3,01;7;522;6,6;0,1;13,4;9,4;67,1;17,6;9,1;3,4;0,005;0,005;0,0002;0;0,1;0,0021;0;0,0013;0;0,0011;0,0026;0,019;0,01;0,005;44,8;18;37,6;204;0,114;1,9;10,6;
PG32200092;16.06.1999;3,9;8,4;410;7,2;4,1;11,6;8,7;56,2;16,4;7,8;3;0,01;0,012;0;0;0,025;0,002;0,02;0,001;0;0,002;0,002;0,026;0,016;0,005;33,6;15;28,6;189;0,16;2,3;11;
