ID;Date;ABSTICH m;WASSERTEMPERATUR °C;ELEKTR. LEITF. (bei 25°C) µS/cm;PH-WERT;SAUERSTOFFGEHALT mg/l;GESAMTHAERTE °dH;KARBONATHAERTE °dH;CALCIUM mg/l;MAGNESIUM mg/l;NATRIUM mg/l;KALIUM mg/l;EISEN mg/l;MANGAN mg/l;CADMIUM mg/l;QUECKSILBER mg/l;ZINK mg/l;KUPFER mg/l;ALUMINIUM mg/l;BLEI mg/l;CHROM-GESAMT (filtriert) mg/l;NICKEL mg/l;ARSEN mg/l;BOR mg/l;AMMONIUM mg/l;NITRIT mg/l;NITRAT mg/l;CHLORID mg/l;SULFAT mg/l;HYDROGENK. mg/l;ORTHOPHOSPHAT mg/l;DOC mg/l;AOX µg/l;Dimethachlor Metabolit µg/l
PG31000292;18.10.1994;;10,3;820;7,2;6,2;18,1;14,7;94;21,6;17,4;31,8;0,01;0,022;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,048;0,005;0,0025;49,7;36,3;52,1;320,3;0,413;3;11,28;
PG31000292;07.02.1995;;7,8;838;6,9;2,8;20,1;16,5;106,4;22,8;18,3;37,9;0;0;0,0001;0,0001;0,02;;0,005;0,0005;0,0005;;0,0005;0,047;0,017;0,0025;49,1;37,4;58,8;359,6;0,78;2,7;12,72;
PG31000292;06.04.1995;;8,8;822;7;5,9;19,7;15,1;103,7;22,6;17,6;34,3;0;0,022;0,0001;0,0001;0,08;;0,005;0,0005;0,003;;0,0005;0,053;0,037;0,0025;53,4;36,7;60,9;329,1;0,9;2,4;17,13;
PG31000292;29.06.1995;;11,4;813;7;2,7;20,3;15,4;106,8;23,1;18,1;34,3;0,01;0,088;0,0001;0,0001;0,02;;0,005;0,0005;0,0005;;0,0005;0,04;0,032;0,082;51,7;35,9;62;335,6;0,875;2,8;15,73;
PG31000292;21.09.1995;4,34;12,7;807;7;6,8;18,3;14,8;96,2;21,1;16,2;29;0;0,033;0,0001;0,0001;0,03;;0,005;0,0005;0,0005;;0,0005;0,077;0,045;0,102;50;36,1;56,5;322,5;0,893;2,1;;
PG31000292;11.01.1996;3,78;8,5;857;7,4;6,6;19,1;16,1;102,3;20,7;17,7;34,2;0,01;0,04;0,0001;0,0001;0,01;;0,005;0,001;0,001;;0,0005;0,01;0,005;0;49,7;34,6;61,4;350,8;0,917;3,4;;
PG31000292;27.06.1996;;13;680;7;6;20,3;13,5;109,9;21,5;18,4;40,9;0,102;0,041;0,0001;0,0001;0,02;;0,005;0,0005;0,0005;;0,001;0,05;0,016;0,02;60,7;40,7;90,6;294,2;0,974;4,5;;
PG31000292;22.08.1996;;13,9;877;7;5,52;20,1;;108;21,7;18,5;38;0,01;0,05;;;;;;;;;;0,019;0,022;0,0162;68,7;41,1;77,9;;0,752;3,3;;
PG31000292;14.11.1996;;10;892;7;5,7;19,7;14,8;106;21,5;18,8;44,2;0,08;0,06;;;;;;;;;;0,014;0,015;0,0031;63,9;38,3;72,7;321;0,669;0,56;;
PG31000292;20.02.1997;3,42;6,2;926;7;8,3;19,1;15,2;99,5;22,5;19,3;54,5;0,04;0,04;;;;;;;;;;0,056;0,014;0,0057;72;36,4;77,1;331;1,04;4,52;;
PG31000292;04.06.1997;3,4;10,5;959;6,8;5,4;20,4;14,9;113;20;19,5;46,5;0,005;0,005;;;;;;;;;;0,0392;0,00315;0,0133;67,4;37,6;81,8;324;1,14;5,4;;
PG31000292;13.08.1997;3,6;12,2;897;6,6;5,7;20,3;14;111;21,1;21,1;37,7;0,07;0,06;;;;;;;;;;0,033;0,0035;0,0058;62,6;42,7;78,1;306;0,93;4,7;;
PG31000292;18.11.1997;3,43;9,7;902;7;7;20,5;14,4;110;22,2;20,7;40,7;0,04;0,02;;;;;;;;;;0,0352;0;0,0029;71,5;44;73,9;314;0,809;2,79;;
PG31000292;23.02.1998;3,5;8,1;880;6,9;7,6;19,2;14,3;104;20,5;20;51,3;0,01;0,03;;;;;;;;;;0,0208;0,00135;0,0038;74,8;39,7;67,5;312;1,12;3,02;;
PG31000292;25.05.1998;3,5;10,3;865;7;4,1;18;15,1;96,2;19,6;19,1;47;0,04;0,08;;;;;;;;;;0,0144;0,0034;0,0372;64,1;38,7;64;328;1;3,23;;
PG31000292;27.08.1998;3,89;11,1;775;6,7;0,9;17;13,6;88,7;19,7;16,4;37,7;0,01;0,095;0,0002;0;0,013;0,005;0,005;0,002;0,0005;0,002;0,004;0,04;0,02;0,95;60,1;40,3;43,9;295;0,34;2,3;10,3;
PG31000292;01.12.1998;;7,7;737;6,5;9,4;17,9;14,4;94,8;19,9;17,1;41,7;0,02;0,044;0,0002;0;0,036;0,006;0,005;0,002;0,0005;0,001;0,006;0,0523;0,005;0;53,1;39,4;52;314;0;1,8;11,4;
PG31000292;16.03.1999;;8,3;765;6,9;6,1;18,6;14,3;97,6;21,3;17,9;45,7;0,014;0,037;0,0003;0;0,032;0,0084;0;0,0017;0;0,0027;0,005;0,041;0,011;0,005;52,5;44;57,8;311;0,879;2,2;11,1;
PG31000292;09.06.1999;3,77;11,2;725;6,7;3,4;17,3;13,3;89,6;20,5;16;34,1;0,01;0,12;0,0003;0;0,029;0,004;0,005;0,002;0;0,002;0,005;0,066;0,015;0,2;58,2;39,9;52,8;290;0,7;2,3;10,1;
PG31000292;25.08.1999;3,7;9,4;734;7;1,5;17,1;13,7;91,6;18,7;16,3;34,3;0,04;0,63;;;;;;;;;;0,078;0;0,128;59,7;30;65,5;298;0,753;2,3;;
PG31000292;06.12.1999;3,5;9;725;6,9;7,2;17,3;14,2;91,6;19,4;16,2;35,2;0,012;0,039;;;;;;;;;;0,0377;0,005;0,022;54;40;49,4;309;0,657;2,8;;
PG31000292;09.03.2000;;6,7;761;6,9;4,4;17;13,7;90,9;18,5;16,7;34,4;0;0,033;;;;;;;;;;0,0314;0;0,005;50,7;36,9;61,2;299;1,28;2,6;;
PG31000292;07.06.2000;3,7;10,5;754;6,8;1,9;17,4;13,2;93,8;18,7;17,3;31,8;0;0,12;;;;;;;;;;0,037;0,011;0,63;55,9;37,5;57;288;0,737;2,3;;
PG31000292;04.09.2000;3,71;10,8;767;6,8;1,8;17,2;13,3;96,2;16,1;17,6;30,1;0;0,091;;;;;;;;;;0,0298;0,005;1,04;42,9;36,8;60,9;290;1,04;1,6;;
PG31000292;29.11.2000;3,7;10;783;6,9;4;16,5;13,7;88,9;17,5;17,5;33,7;0,01;0,03;;;;;;;;;;0,0394;0;0,016;54,1;35,6;49,3;298;0,975;2,1;;
PG31000292;21.02.2001;3,53;8;756;6,9;2,2;17,3;13,9;92,4;19;17;33,4;0,005;0,033;;;;;;;;;;0,0331;0,005;0,005;50,1;36,9;57;303;0,882;2,15;;
PG31000292;28.05.2001;3,27;12,9;385;7,5;9,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PG31000292;22.08.2001;3,5;11,6;770;6,8;1;17,1;12,9;94,6;16,6;15,4;30,7;0;0,055;;;;;;;;;;0,037;0,016;2,91;50,9;38,6;51,9;281;1,18;2,2;;
PG31000292;20.11.2001;3,62;9,8;791;6,9;2,6;17,3;14,2;95,3;17,3;16,9;33,3;0,01;0,04;;;;;;;;;;0,0398;0;0,013;53;39;50,7;309;1;3;;
PG31000292;13.03.2002;3,55;7,4;789;6,9;2,7;17,6;13,8;95,6;18,2;17,1;34;0;0,053;;;;;;;;;;0,0342;0,005;0,013;52,2;38,6;65,5;301;0,826;2,2;;
PG31000292;06.06.2002;3,56;10,1;930;6,9;1,4;22,2;15,3;119;24,4;22,5;42,5;0,077;0,24;;;;;;;;;;0,0405;0,005;0,694;52,7;48,1;97,6;334;0,897;3,5;;
PG31000292;02.09.2002;3,5;12,2;926;6,9;1,7;23,1;17,4;125;24,2;24;46,2;0,016;0,28;;;;;;;;;;0,0431;0,005;1,78;55,3;40,7;91,2;380;0,582;4,1;;
PG31000292;18.11.2002;3,17;10,1;1041;7,1;1,1;22,4;21,2;121;23,8;23,2;67,3;0,005;0,06;;;;;;;;;;0,0434;0,005;0,104;27,2;37,9;104;462;1,05;6,3;;
PG31000292;25.02.2003;3,33;6;919;6,9;3,3;19,3;15,3;104;20,4;18,6;47,8;0,011;0,029;;;;;;;;;;0,0459;0;0;51,9;40,6;85,7;334;1,07;4,5;;
PG31000292;21.05.2003;3,25;10,5;927;6,9;;19,2;14,1;100;22,6;19,9;50;0;0,071;;;;;;;;;;0,0486;0,005;0,048;54,2;48,6;69,7;307;0,758;3,3;;
PG31000292;25.08.2003;3,58;11,4;807;6,8;0,4;17,6;13,1;95,9;18,2;17,6;38,9;0;0,127;;;;;;;;;;0,04;0,005;1,56;48,6;45,9;74,8;285;1,16;2,7;;
PG31000292;13.11.2003;3,56;9,8;831;6,9;0,5;18,5;13,8;100;19,4;20,4;44,1;0;0,028;;;;;;;;;;0,042;0;0,005;57;46,5;75,6;301;1,2;2,9;;
PG31000292;25.02.2004;3,43;7,1;829,188;6,9;2,5;17,3;13,3;92,5;18,8;18,5;44,1;0,011;0,032;0;0;0,01;0,003;0;0,002;0;0,001;0;0,04;0;0;58,3;41,2;82,7;289;1,12;2,9;13;
PG31000292;26.05.2004;3,48;9,3;849,276;6,9;0,9;17,4;15,1;93,5;18,9;18,1;59,3;0;0,046;0,0002;0;0,01;0,004;0;0;0;0,0005;0,00422;0,026;0;0,0825;38,9;36,1;79,1;330;1,13;4,7;16;
PG31000292;23.08.2004;3,62;11,4;804,636;6,8;0,4;16,9;12,2;92,8;16,8;15,2;35,2;0;0,118;0;0;0,017;0,004;0;0;0;0,002;0,00607;0,036;0,005;1,43;43,7;38,6;85,8;265;1,09;3,1;17;
PG31000292;24.11.2004;3,36;10;774,504;7;0,6;16,9;13,4;92,1;17,5;17,2;44,8;0,005;0,03;0;0;0,009;0,003;0;0;0;0,001;0,0064;0,0409;0;0,056;41,8;38,1;89,3;293;1,23;2,9;5,8;
PG31000292;01.03.2005;3,46;6,9;783,432;7;1,2;16,7;13,4;90,1;17,9;17,4;44,4;0;0,025;;;;;;;;;;0,041;0;0;32,5;33,3;67,7;293;1,39;3,2;;
PG31000292;23.05.2005;3,62;9,1;751,068;6,9;0,3;16,4;12,8;87,5;18,1;17,3;41,2;0;0,091;;;;;;;;;;0,043;0;0,089;35,7;35,7;75,5;279;0,86;3,6;;
PG31000292;25.08.2005;3,25;12;851,508;6,9;0,4;19,3;15,7;104;20,5;20,8;54,1;0;0,06;;;;;;;;;;0,039;0,01;0,538;28,6;36,1;96,1;341;1,59;3,9;;
PG31000292;10.11.2005;3,43;10,6;770,04;6,9;1,5;15,7;13,5;84;17,2;17,2;41,1;0;0,165;;;;;;;;;;0,044;0,005;0,288;28,9;33,5;95;294;1,36;2,8;;
PG31000292;06.03.2006;;6,3;747,72;6,9;1,8;15,8;12,4;83,9;17,4;16,5;43,5;0,005;0,022;;;;;;;;;;0,0358;0;0;27,6;34,6;72,8;270;1,42;3;;
PG31000292;11.05.2006;3,41;8,2;810,216;6,9;1;16,9;13,7;91,3;17,9;17,5;47,3;0,005;0,084;;;;;;;;;;0,0341;0,012;0,014;30,5;34,6;102;298;1,12;4,5;;
PG31000292;31.08.2006;3,58;12,9;806,868;6,9;0,6;15,8;13,6;85;17;17,6;48,4;0,013;0,146;;;;;;;;;;0,054;0,023;0,228;37,1;30,8;87,4;297;1,25;5,4;;
PG31000292;20.11.2006;3,5;11,4;764,46;7;1;15;11,8;80,8;16,2;16,6;44,8;0,005;0,039;;;;;;;;;;0,043;0,005;0,011;33;44;78;258;1,23;3,3;;
PG31000292;21.02.2007;3,49;8,2;693,036;7,1;1;13,6;12,2;73,6;14,3;13,7;46,2;0,016;0,021;;;;;;;;;;0,028;0;0,001;29,5;32,2;76;262;1,41;3,09;;
PG31000292;15.05.2007;3,52;9,4;841;6,9;0,4;14,2;11,6;76,1;15,3;16,2;49,7;0,018;0,104;0;0;0,0082;0,0034;0,004;0,0005;0;0,0005;0,006;0,028;0,005;0,039;36,7;29;79,3;249;1,29;2,99;;
PG31000292;01.08.2007;3,52;12,3;831,42;6,8;0,3;14,3;12,6;77,3;14,8;14,4;55,8;0,005;0,057;;;;;;;;;;0,033;0,028;0,028;42,7;26,4;79;271;1,85;2,97;;
PG31000292;16.11.2007;3,36;10,1;968;7;2;18,5;14,3;102;18,4;14,6;63,5;0,014;0,011;0;0;0,0068;0,0027;0;0;0;0;0,0061;0,036;0;0,0027;69,9;24,8;95,3;308;1,43;3,5;;
PG31000292;27.05.2008;3,77;9,9;717,588;6,9;0,4;14,1;11,6;76,4;14,7;14,7;50,7;0,005;0,0732;0;0;0,0084;0,0018;0;0;0;0;0,0065;0,033;0,013;0,0133;46,6;27,8;72,4;249;1,21;2,69;;
PG31000292;11.11.2008;3,64;11,5;721;6,9;1,2;13,1;11,9;69,9;14,1;14,5;55,4;0,005;0,03;;;;;;;;;;0,036;0;0;39,9;30,9;66;256;1,88;2,74;;
PG31000292;11.05.2009;3,69;9,5;739,908;6,9;1,5;14,9;11,8;80,2;15,6;14,6;51,4;0,013;0,0348;0;0;0,0107;0,0032;0,004;0;0,0005;0,0005;0,0063;0,031;0,005;0,0073;51,7;32,6;68,7;255;1,52;3,04;;
PG31000292;08.10.2009;3,62;14,3;672,948;6,9;2,6;13,9;12,1;75;14,5;16,7;42,4;0,035;0,0346;;;;;;;;;;0,042;0,011;0,0077;37,9;32,7;60,2;261;1,8;2,99;;
PG31000292;19.04.2010;3,14;8;850,392;7,1;4,25;18,4;13,8;102;17,9;12,5;49,4;0;0,0025;0;0;0,0025;0,004;0;0;0,0005;0;0,0055;0,0298;0,005;0;88,6;21,5;66,4;301;1,49;4,2;;
PG31000292;12.10.2010;3,5;12;754,416;6,6;7,8;15,5;14;84;16,2;15;47;0,014;0,016;;;;;;;;;;0,0527;0;0;41;26,8;56,7;304;1,73;3,6;;
PG31000292;27.04.2011;3,65;10,5;736,56;6,9;5,1;15,3;12,3;82;16,4;15,2;54,6;0;0,0025;0;0;0,0123;0,0053;0;0;0;0,0005;0,0065;0,035;0,005;0;39,2;35,2;61,3;268;1,54;2,8;;
PG31000292;10.10.2011;3,7;13,1;712,008;6,9;3,9;13,9;12,2;75,1;14,6;15,5;42,1;0;0,021;;;;;;;;;;0,047;0,01;0,005;37,825;37,375;62,3;265;2,15;3,1;;
PG31000292;09.05.2012;3,75;11,8;668,484;7,1;4,1;14,1;11,3;76;14,9;15;43,6;0;0,012;0;0;0,0253;0,0058;0;0;0;0;0,008;0,032;0,182;0,005;33;35,4;48,9;246;1,63;2,8;;
PG31000292;12.11.2012;3,7;10,9;688,572;7,2;8,3;13,9;11,5;74,9;14,9;15,4;38,8;0,005;0,008;;;;;;;;;;0,04;0,005;0;40,6;34,22;61,3;250;1,678;2,5;;
PG31000292;02.07.2013;3,63;11,2;833,652;7;3,3;15,4;12,9;84,7;15,4;13,5;41,2;0,017;0,0053;0;0;0,0148;0,0057;0,004;0,0005;0,0005;0,0005;0,0058;0,038;0,005;0,0058;72,2;24,9;51,3;281;1,78;3,8;;
PG31000292;15.10.2013;4,29;12,2;699,732;6,9;4,7;15;10,6;82,8;14,8;15,8;36,2;0,005;0,0177;0;0;0,127;0,0029;0;0;0,0005;0;0,0057;0;0;0,0023;43,6;36,7;56,1;232;1,95;2,68;;
PG31000292;20.02.2014;3,85;7,7;695,268;7;7,4;14,7;10,8;79,8;15,1;15,9;35,9;0,022;0,0089;0;0;0,09;0,0036;0,004;0;0;0,0005;0,0053;0,029;0,013;0,0036;40,3;40,7;58,6;236;1,69;1,79;;
PG31000292;11.07.2014;3,89;11,2;681,876;6,9;5,2;14,6;10,8;79,9;14,8;16;30,1;0,094;0,0286;0;0;0,0724;0,0038;0,038;0,0005;0,0005;0,0011;0,0054;0,027;0,005;0,0154;46,1;38,3;58;234;1,6;1,73;;
PG31000292;18.06.2015;3,94;10,8;674,064;6,8;2,2;14,8;10,5;79,6;15,9;17,2;27,2;0,011;0,0082;0;0;0,082;0,0093;0,004;0,0005;0;0,001;0,0051;0,032;0;0,0058;45,1;39,6;59,6;229;1,77;1,96;;
PG31000292;10.05.2016;3,83;9,4;691,92;6,9;6,8;16,1;11,2;90,9;14,7;14,4;24,2;0,017;0,0154;0;0;0,061;0,0031;0,004;0;0,0005;0,0005;0,0052;0,028;0,013;0,0056;48;33,2;60,6;243;1,76;2,14;;
PG31000292;25.04.2017;3,92;8,2;706,428;6,86;4,8;15,3;11,2;80,6;17,4;13,8;29,82;0;0,016;0;0;0,0349;0,0029;0;0;0;0;0,0047;0,034;0;0;40,8;39,305;61,6;243;0,865;2;;
PG31000292;15.05.2018;3,74;13,6;783,432;7,1;8;16;12,3;85,3;17,6;18,1;30,53;0;0;0;0;0,0529;0,0092;0;0;0;0;0,0071;0,041;0,011;0;57,7;35,5;70,5;267;1,54;3,2;;
PG31000292;23.11.2018;3,6;10,7;835,884;7,3;9,7;17,9;12,4;93,9;20,8;20,4;36,4;0,019;0;;;;;;;;;;0,058;0;0;68,4;36,5;82,6;270;1,8;2,3;;
PG31000292;15.04.2019;2,82;8,3;789,012;7,1;8,8;16;11,6;85,7;17,3;14,9;33,8;0,042;0,0056;0;0;0,0929;0,0044;0;0;0;0;0,0081;0,046;0,005;0;53,7;37;69,8;252,5;1,9;2,26;;0,13
PG31000292;22.07.2019;3,95;14,2;765,576;7;6,2;15,7;11,8;83,6;17,6;15;31,5;0,005;0,0054;0;0;0,149;0,004;0,0597;0;0;0;0,0086;0,044;0,016;0,005;55,2;39,1;68,6;258;1,75;2,71;;0,11
PG31000292;15.10.2019;3,8;13,1;819,144;7,1;7,2;18;13,4;98,8;18,4;16,8;32;0,0199;0,005;0;0;0,304;0,0052;0,005;0;0;0;0,0068;0,05;0,016;0,005;58,1;33,9;74,7;292,3;2,04;5,73;;0,097
PG31000292;28.04.2020;3,83;10,2;728,748;7;9,3;16,5;13,4;90,6;16,6;14,7;33,6;0;0,024;0;0;0,0518;0,0035;0;0;0;0;0,0073;0,036;0,005;0;49;36;65;292;1,6;2,2;;0,1
PG31000292;20.04.2021;1,79;10;676,95667;7;8,73;16,91093;12,8296;90,1599;18,61825;15,36313;39,20444;0,00915;0,00968;0;0,0001;0,032123;0,01013;0,0025;0,00005;0,00055;0,0007;0,0062;0,03817;0,0284;0,0025;42,509;34,376;53,247;279,502;1,772;3,281;;0,055
PG31000292;09.05.2022;4,2;10,5;747,72;6,83;7,1;15,7;12,2;83,4;17,5;14,6;37,7;0,005;0,005;0;0;0,013;0,00441;0;0;0;0,0005;0,00559;0,0352;0,016;0,139;42,4;47,7;58;266;1,55;2,7;;0,11
PG31000292;27.10.2022;4;14;420,732;7,8;9,6;8,46;5,84;44;10;15,8;5,42;0,005;0,005;;;;;;;;;;0,0445;0;0;7,45;38,9;36,7;127;0,0991;3,9;;
PG31000292;25.04.2023;4,37;10,8;754,416;7,2;7,2;16,1;12,1;87,7;16,4;14,1;26,8;0;0;0;0;0,015;0,0073;0;0;0,0005;0,0005;0,0052;0,053;0,01;0,005;39,6;42,7;46,3;262;1,44;3;;0,071
PG31000292;03.01.2024;3,66;9,9;776,736;7,3;8,6;15,2;13;83,2;15,6;14,4;41,4;0,005;0,005;;;;;;;;;;0,0502;0,005;0;49,7;41,1;55,2;282;1,76;3,6;;
PG31000292;10.04.2024;3,86;12,5;794,592;7;6,3;16,2;11,8;88,4;16,7;15,9;34,6;0,005;0,005;0;0;0,0288;0,0124;0;0;0,0005;0,0005;0,00553;0,0441;0,005;0,005;43,8;54,5;57,5;257;1,66;3;;0,078
PG31000292;29.10.2024;3,89;14,7;758,88;8,1;7,8;15,6;12,3;85,6;15,9;18,9;52;0,005;0,005;;;;;;;;;;0,0361;0,013;0,005;37,8;48,8;52,7;267;2,08;2,7;;
PG31100282;18.10.1994;2,45;10,7;400;7;4,6;9,4;4,84;46,1;12,8;11,1;1,6;0,01;0,135;0,0001;0,0001;0,02;;0,005;0,0005;0,0005;;0,0005;0,023;0,005;0,0025;28,8;30,5;35,8;105,5;0,005;0,8;5,5;
PG31100282;26.01.1995;2,5;9,1;427;7;3,5;10,3;5,1;51,7;13,3;10,5;1,7;0,01;0,01;0,0001;0,0001;0,04;;0,005;0,0005;0,0005;;0,0005;0,021;0,045;0,0025;35,6;35,1;34,5;111,1;0,04;0,6;8,62;
PG31100282;06.04.1995;4,83;9,3;399;6,6;3,6;9,4;4,7;45,8;13,1;10,6;1,7;0;0,05;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,018;0;0,0025;36,1;35,7;36,1;102,4;0,04;0,8;12,91;
PG31100282;27.06.1995;2,69;13,8;396;6,8;4,7;9,2;4,5;44,3;12,8;10,2;1,6;0,01;0,068;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,01;0;0;34,6;34,1;35,4;98,1;0,089;1,2;10,46;
PG31100282;27.09.1995;2,2;10,5;404;6,7;4,4;8,8;4,7;43;12;9,8;1,3;0,01;0,081;0,0001;0,0001;0,01;;0,005;0,0005;0,007;;0,0005;0,005;0;0,005;30,5;30,8;35,9;102,4;0,048;11,4;;
PG31100282;17.01.1996;2,66;8,3;406;7,1;3,4;9,2;4,8;46,2;11,9;10,3;1,5;0,01;0,065;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0;0,005;0;32,8;32,9;37,1;104,6;0,035;1,1;;
PG31100282;02.07.1996;1,49;12,4;360;6,8;5,5;9,9;5;48;13,7;10,4;1,7;0,061;0,096;0,0001;0,0001;0,09;;0,005;0,0005;0,0005;;0,0005;0,01;0,015;0,013;29,9;31,3;38,3;109;0,034;1,1;;
PG31100282;21.08.1996;1,47;11,6;439;6,96;3,13;10,3;5,23;51,1;13,6;10,3;1,85;0,01;0,01;;;;;;;;;;0,012;0,00285;0,008;35,3;35,6;36,3;114;0,043;0,6;;
PG31100282;20.11.1996;3,22;9,1;451;6,7;4,1;11,2;5,79;56,5;14,2;9,72;1,6;0,005;0,005;;;;;;;;;;0;0;0,0151;35,6;36;34,9;126;0,033;1,3;;
PG31100282;25.02.1997;1,45;8,7;449;6,5;4,2;10,7;5,91;54,1;13,7;9,59;1,48;0,02;0,02;;;;;;;;;;0,0045;0;0,006;32,2;33,8;35,1;129;0,038;1,06;;
PG31100282;04.06.1997;2,34;9,4;440;6,4;3,5;9,96;4,06;50;12,9;9,67;1,65;0,03;0,05;;;;;;;;;;0,0046;0,0165;0;36,5;37,8;38,1;88,5;0,045;1,23;;
PG31100282;19.08.1997;2,83;9,7;440;6,4;4;10,2;4,34;50;13,8;10;1,78;0,005;0,03;;;;;;;;;;0;0,00305;0,0023;38,1;39,3;37,9;94,6;0,042;0,75;;
PG31100282;20.11.1997;1,18;8,9;436;6,4;3,5;10;4,65;48,6;14,1;9,7;1,72;0,005;0,03;;;;;;;;;;0;0;0,0033;37,8;38;39,5;101;0,045;1,21;;
PG31100282;23.02.1998;1,73;8,9;431;6,3;4,6;10,5;5,04;52,7;13,8;10,6;1,67;0,03;0,05;;;;;;;;;;0;0,00135;0,0035;37,5;38,6;39;110;0,056;1,17;;
PG31100282;27.05.1998;1,94;10,3;438;6,7;4,1;11,1;6,49;56,4;13,9;9,66;1,5;0,005;0,02;;;;;;;;;;0;0;0;36,3;36,1;37,4;142;0,043;0,79;;
PG31100282;26.08.1998;;10,8;403;6,8;8,2;9,2;4,2;41,2;14,9;9,4;1,5;0,011;0,059;0,0002;0;0,076;0,0005;0;0,002;0,0005;0,003;0,002;0,01;0,005;0,016;38,3;30,6;37,8;92;0,05;0,7;9,2;
PG31100282;01.12.1998;;9,2;393;6,7;12;10,8;5,1;52,7;14,8;9,6;2,3;0,05;0,011;0,0002;0;0,52;0,011;0,005;0,004;0,0005;0,009;0,002;0,042;0,005;0;36;38,5;33,4;110;0,045;0,8;5;
PG31100282;16.03.1999;2,25;8,8;381;6,8;11,1;9,8;4,6;47;14,2;9,2;2;0,005;0,076;0;0;0,022;0,0005;0;0,0016;0;0,0023;0,0005;0,005;0,012;0,005;32,6;41,9;40;100;0,045;0,7;5,8;
PG31100282;09.06.1999;;10,3;379;6,9;7,6;10,4;5;49,5;15,1;8,6;2,9;0,005;0,022;0;0;0,049;0,0005;0;0,002;0;0,003;0,0005;0,021;0,015;0,013;34,4;37,3;32,3;109;0,08;1;3,3;
PG31100282;25.08.1999;;10,1;375;6,9;9,6;9,2;4,6;44,8;12,8;9,2;1,7;0,05;0,086;;;;;;;;;;0,0358;0;0;31;28,8;38,3;101;0,048;0,6;;
PG31100282;01.12.1999;3,22;8,6;417;6,9;7,3;9,8;5;47,7;13,4;9;1,9;0,005;0,02;;;;;;;;;;0;0;0,014;32,8;35,4;38,5;110;0,074;0,7;;
PG31100282;09.03.2000;;4,8;438;6,9;13,1;10,2;4,6;49,4;14,1;9;1,7;0;0,027;;;;;;;;;;0;0;0;31,8;34,3;39,3;101;0,05;0,8;;
PG31100282;05.06.2000;2,16;10,4;422;7;7,9;10,1;4,8;48,9;14;10,4;2,01;0;0,05;;;;;;;;;;0,005;0,031;0;31,6;35,3;37,6;104;0,036;1;;
PG31100282;23.08.2000;3,13;10,2;438;6,8;4,7;10;4,7;49,5;13,3;10,9;2,52;0,005;0,064;;;;;;;;;;0,005;0;0;34,2;36;39,1;103;0,037;0,25;;
PG31100282;23.11.2000;3,84;8,8;436;7,1;10,6;9,8;5,2;48,1;13,1;10,8;2,78;0,01;0,032;;;;;;;;;;0;0,005;0;33,3;34,1;38,3;113;0,052;0,7;;
PG31100282;21.02.2001;1,94;9;413;6,7;5;9,3;4,6;45,1;12,9;9,8;2,65;0;0;;;;;;;;;;0;0;0;33,6;34;37,8;101;0,043;0,73;;
PG31100282;30.05.2001;2,69;9,8;422;6,7;4,5;9,5;4,5;45,9;13,5;9,4;2,48;0,018;0,068;;;;;;;;;;0,005;0,01;0,018;27;33;37,1;99;0,056;4,1;;
PG31100282;28.08.2001;2,26;10,1;425;6,7;7,3;9,4;4,7;46,7;12,4;9,7;2,4;0,01;0,092;;;;;;;;;;0;0;0;35,5;34,3;39,7;102;0,0495;0,9;;
PG31100282;20.11.2001;10,67;9,6;401;6,7;3,1;9,5;4,9;47,1;12,5;10,1;2,76;0,03;0,1;;;;;;;;;;0;0;0;33,3;34,5;38,5;107;0,055;0,8;;
PG31100282;13.03.2002;1,9;9,2;419;6,6;2,6;9,7;5,1;47,5;13,1;9,9;2,29;0;0,062;;;;;;;;;;0;0;0;34,6;33,3;39,3;111;0,032;0,7;;
PG31100282;06.06.2002;4,72;9,9;408;6,6;4,1;9,9;4,5;46,7;14,6;10,2;2,39;0;0,1;;;;;;;;;;0,005;0;0;34,6;34,7;40,8;98;0,052;0,5;;
PG31100282;02.09.2002;2,77;11,4;417;6,7;4,4;10,7;4,9;52;14,7;10;1,6;0;0,04;;;;;;;;;;0,005;0;0;38;34,6;40,3;106;0,046;0,8;;
PG31100282;18.11.2002;1,65;9,7;425;6,8;3,6;9,7;5,4;47,4;13,3;10,5;1,66;0;0,08;;;;;;;;;;0,0106;0;0,018;26,3;32,2;39,5;118;0,051;1,3;;
PG31100282;25.02.2003;1,55;9;434;6,6;2,7;10;4,8;48,6;13,9;9,7;1,41;0,013;0,037;;;;;;;;;;0,0132;0;0;35,6;36,7;37,8;104;0,082;0,7;;
PG31100282;21.05.2003;2,15;12,2;434;6,7;7,9;10,1;4,3;48;14,8;10,3;1,79;0,005;0,0166;;;;;;;;;;0,0118;0;0;34,5;35,5;37,3;94;0,047;0,8;;
PG31100282;25.08.2003;7,42;9,6;413;6,7;4;9,7;4,1;47,3;13,5;10,1;1,7;0;0,066;;;;;;;;;;0,013;0;0;32,9;38,1;45,8;90;0,067;0,6;;
